workId,targetType,targetId,priorState,priorValue,finalState,finalValue,finalConfidence,decision,precedenceSource,confidenceBasis
work-61f2b70ee9f8217b3604,axis,problemSolving,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; problemSolving=2 is traced to grok-current-chunk-03-response.txt.
work-61f2b70ee9f8217b3604,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-61f2b70ee9f8217b3604,axis,pacing,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; pacing=2 is traced to grok-current-chunk-03-response.txt.
work-61f2b70ee9f8217b3604,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-61f2b70ee9f8217b3604,axis,worldBuilding,unknown,,known,3,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; worldBuilding=3 is traced to grok-current-chunk-03-response.txt.
work-61f2b70ee9f8217b3604,axis,characterArcWeight,known,3,known,3,0.82,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-61f2b70ee9f8217b3604,axis,relationshipStructure,known,2,known,2,0.76,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-61f2b70ee9f8217b3604,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-61f2b70ee9f8217b3604,axis,darkness,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; darkness=1 is traced to grok-current-chunk-03-response.txt.
work-61f2b70ee9f8217b3604,axis,mentalStress,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; mentalStress=2 is traced to grok-current-chunk-03-response.txt.
work-61f2b70ee9f8217b3604,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-61f2b70ee9f8217b3604,axis,emotionalWarmth,known,3,known,3,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-61f2b70ee9f8217b3604,genre,genres,known,sliceOfLife,known,sliceOfLife,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-61f2b70ee9f8217b3604,theme,school,known,2,known,2,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-03-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-671e3453cf9e1df2ee87,axis,progression,unknown,,known,2,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; progression=2 is traced to text-coverage-followup-hidamari.md.
work-671e3453cf9e1df2ee87,axis,problemSolving,unknown,,known,2,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; problemSolving=2 is traced to text-coverage-followup-hidamari.md.
work-671e3453cf9e1df2ee87,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Terminal review retained unknown; no numeric confidence is permitted.
work-671e3453cf9e1df2ee87,axis,pacing,unknown,,known,2,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; pacing=2 is traced to text-coverage-followup-hidamari.md.
work-671e3453cf9e1df2ee87,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Terminal review retained unknown; no numeric confidence is permitted.
work-671e3453cf9e1df2ee87,axis,worldBuilding,known,4,known,4,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-671e3453cf9e1df2ee87,axis,characterArcWeight,known,4,known,4,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-671e3453cf9e1df2ee87,axis,relationshipStructure,known,2,known,2,0.84,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-671e3453cf9e1df2ee87,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Terminal review retained unknown; no numeric confidence is permitted.
work-671e3453cf9e1df2ee87,axis,darkness,known,2,known,2,0.78,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-671e3453cf9e1df2ee87,axis,mentalStress,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Terminal review retained unknown; no numeric confidence is permitted.
work-671e3453cf9e1df2ee87,axis,romance,unknown,,known,2,0.92,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Exact 0.92 is the terminal adjudicator's stated recommendation: official volume-one pages and volume-one/two descriptions directly show the recurring subordinate relationship line.
work-671e3453cf9e1df2ee87,axis,emotionalWarmth,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; emotionalWarmth=2 is traced to text-coverage-followup-hidamari.md.
work-671e3453cf9e1df2ee87,genre,genres,known,historical,known,historical,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-671e3453cf9e1df2ee87,theme,politics,known,1,known,1,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-671e3453cf9e1df2ee87,theme,historicalReconstruction,known,2,known,2,0.92,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/text-coverage-followup-hidamari.md,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-76c038b398f4b28b7748,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-76c038b398f4b28b7748,axis,problemSolving,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; problemSolving=1 is traced to grok-current-chunk-02-followup-response.txt.
work-76c038b398f4b28b7748,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-76c038b398f4b28b7748,axis,pacing,unknown,,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; pacing=3 is traced to grok-current-chunk-02-followup-response.txt.
work-76c038b398f4b28b7748,axis,mysteryReveal,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-76c038b398f4b28b7748,axis,worldBuilding,known,2,known,2,0.8,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-76c038b398f4b28b7748,axis,characterArcWeight,known,2,known,2,0.7,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-76c038b398f4b28b7748,axis,relationshipStructure,known,2,known,2,0.7,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-76c038b398f4b28b7748,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-76c038b398f4b28b7748,axis,darkness,known,3,known,3,0.75,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-76c038b398f4b28b7748,axis,mentalStress,known,3,known,3,0.7,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-76c038b398f4b28b7748,axis,romance,known,2,known,2,0.7,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-76c038b398f4b28b7748,axis,emotionalWarmth,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-76c038b398f4b28b7748,genre,genres,known,fantasy;mystery;romance,known,fantasy;mystery;romance,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-76c038b398f4b28b7748,theme,survival,known,2,known,2,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-02-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-7730845c9cf7ba0cccc8,axis,progression,known,3,known,3,0.86,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-7730845c9cf7ba0cccc8,axis,problemSolving,known,4,known,4,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-7730845c9cf7ba0cccc8,axis,strategy,unknown,,known,2,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; strategy=2 is traced to grok-current-chunk-05-response.txt.
work-7730845c9cf7ba0cccc8,axis,pacing,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; pacing=2 is traced to grok-current-chunk-05-response.txt.
work-7730845c9cf7ba0cccc8,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-7730845c9cf7ba0cccc8,axis,worldBuilding,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-7730845c9cf7ba0cccc8,axis,characterArcWeight,known,4,known,4,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-7730845c9cf7ba0cccc8,axis,relationshipStructure,known,2,known,2,0.88,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-7730845c9cf7ba0cccc8,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-7730845c9cf7ba0cccc8,axis,darkness,unknown,,known,0,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; darkness=0 is traced to grok-current-chunk-05-response.txt.
work-7730845c9cf7ba0cccc8,axis,mentalStress,known,3,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; mentalStress=2 is traced to grok-current-chunk-05-response.txt.
work-7730845c9cf7ba0cccc8,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-7730845c9cf7ba0cccc8,axis,emotionalWarmth,known,4,known,4,0.86,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-7730845c9cf7ba0cccc8,genre,genres,known,sliceOfLife,known,sliceOfLife,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-7730845c9cf7ba0cccc8,theme,school,known,2,known,2,0.90,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-7730845c9cf7ba0cccc8,theme,workplace,known,1,known,1,0.68,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-05-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-8716f80d9b988bd0d055,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-8716f80d9b988bd0d055,axis,problemSolving,unknown,,known,0,0.90,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.90 was adjudicated claim-by-claim: repeated direct entry evidence establishes the claimed core or extreme anchor; problemSolving=0 is traced to grok-current-chunk-04-response.txt.
work-8716f80d9b988bd0d055,axis,strategy,unknown,,known,0,0.90,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.90 was adjudicated claim-by-claim: repeated direct entry evidence establishes the claimed core or extreme anchor; strategy=0 is traced to grok-current-chunk-04-response.txt.
work-8716f80d9b988bd0d055,axis,pacing,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-8716f80d9b988bd0d055,axis,mysteryReveal,unknown,,known,0,0.86,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.86 was adjudicated claim-by-claim: multiple official entry units strongly establish the claim while remaining entry-bounded; mysteryReveal=0 is traced to grok-current-chunk-04-response.txt.
work-8716f80d9b988bd0d055,axis,worldBuilding,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; worldBuilding=1 is traced to grok-current-chunk-04-response.txt.
work-8716f80d9b988bd0d055,axis,characterArcWeight,known,4,known,4,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-8716f80d9b988bd0d055,axis,relationshipStructure,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-8716f80d9b988bd0d055,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-8716f80d9b988bd0d055,axis,darkness,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-8716f80d9b988bd0d055,axis,mentalStress,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; mentalStress=2 is traced to grok-current-chunk-04-response.txt.
work-8716f80d9b988bd0d055,axis,romance,known,4,known,4,0.95,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-8716f80d9b988bd0d055,axis,emotionalWarmth,unknown,,known,2,0.80,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.80 was adjudicated claim-by-claim: accepted official evidence supports the claim at moderate certainty with a stated boundary; emotionalWarmth=2 is traced to grok-current-chunk-04-response.txt.
work-8716f80d9b988bd0d055,genre,genres,known,romance,known,romance,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-8716f80d9b988bd0d055,theme,workplace,known,2,known,2,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-98d513b70560f2f96a38,axis,progression,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-98d513b70560f2f96a38,axis,problemSolving,known,2,known,2,0.70,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-98d513b70560f2f96a38,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-98d513b70560f2f96a38,axis,pacing,known,3,known,3,0.78,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-98d513b70560f2f96a38,axis,mysteryReveal,known,2,known,2,0.72,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-98d513b70560f2f96a38,axis,worldBuilding,known,3,known,3,0.82,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-98d513b70560f2f96a38,axis,characterArcWeight,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; characterArcWeight=2 is traced to grok-current-chunk-01-followup-response.txt.
work-98d513b70560f2f96a38,axis,relationshipStructure,known,4,known,4,0.88,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-98d513b70560f2f96a38,axis,comedy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-98d513b70560f2f96a38,axis,darkness,known,4,known,4,0.92,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-98d513b70560f2f96a38,axis,mentalStress,known,4,known,4,0.92,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-98d513b70560f2f96a38,axis,romance,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-98d513b70560f2f96a38,axis,emotionalWarmth,unknown,,known,2,0.82,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,Exact 0.82 was adjudicated claim-by-claim: direct official bounded evidence supports the selected anchor; emotionalWarmth=2 is traced to grok-current-chunk-01-followup-response.txt.
work-98d513b70560f2f96a38,genre,genres,known,scienceFiction;horror,known,scienceFiction;horror,,retained,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,Genre rows have no numeric-confidence field; the terminal review independently accepted the listed canonical enums.
work-98d513b70560f2f96a38,theme,survival,known,2,known,2,0.94,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-98d513b70560f2f96a38,theme,postApocalypse,known,2,known,2,0.92,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-01-followup-response.txt,The terminal current-SHA review explicitly retained the same centrality and underlying entry evidence; Pass A confidence is preserved exactly.
work-9d04c47e7efbbbd8aca6,axis,progression,known,4,known,4,0.9,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-9d04c47e7efbbbd8aca6,axis,problemSolving,unknown,,known,1,0.78,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.78 was adjudicated claim-by-claim: limited but direct official evidence supports the conservative anchor; problemSolving=1 is traced to grok-current-chunk-04-response.txt.
work-9d04c47e7efbbbd8aca6,axis,strategy,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-9d04c47e7efbbbd8aca6,axis,pacing,unknown,,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; pacing=3 is traced to grok-current-chunk-04-response.txt.
work-9d04c47e7efbbbd8aca6,axis,mysteryReveal,unknown,,unknown,,,retained-unknown,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Terminal review retained unknown; no numeric confidence is permitted.
work-9d04c47e7efbbbd8aca6,axis,worldBuilding,unknown,,known,3,0.84,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.84 was adjudicated claim-by-claim: repeated official entry evidence directly supports the selected anchor; worldBuilding=3 is traced to grok-current-chunk-04-response.txt.
work-9d04c47e7efbbbd8aca6,axis,characterArcWeight,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-9d04c47e7efbbbd8aca6,axis,relationshipStructure,known,4,known,4,0.85,retained-pass-a,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,"The terminal current-SHA review explicitly retained the same state, value, and underlying entry evidence; Pass A confidence is preserved exactly."
work-9d04c47e7efbbbd8aca6,axis,comedy,unknown,,known,1,0.76,adjudicated-current,data/staging/catalog-expansion/pilots/pilot-001/reviews/grok-current-chunk-04-response.txt,Exact 0.76 was adjudicated claim-by-claim: a subordinate or single bounded official observation supports the low/intermediate anchor; comedy=1 is traced to grok-current-chunk-04-response.txt.
